"t" "whit.ei" "x" "hisp.ei" "black.ei" "n"
0.376262626262626 0.0271604938271605 0.97283950617284 0.0666666666666667 0.906172839506173 405
0.336448598130841 0.00555555555555556 0.994444444444444 0.0111111111111111 0.983333333333333 540
0.353369763205829 0.0037243947858473 0.996275605214153 0.0111731843575419 0.98510242085661 537
0.418960244648318 0.00304878048780488 0.996951219512195 0.00609756097560976 0.990853658536585 328
0.122466216216216 0.245156980627923 0.754843019372077 0.536406145624583 0.218436873747495 1497
0.39463601532567 0.00569259962049336 0.994307400379507 0.015180265654649 0.979127134724858 527
0.224814422057264 0.164370982552801 0.8356290174472 0.372819100091827 0.462809917355372 1089
0.375796178343949 0.0105263157894737 0.989473684210526 0.0273684210526316 0.962105263157895 475
0.477064220183486 0 1 0.0166358595194085 0.983364140480592 541
0.298941798941799 0.0214477211796247 0.978552278820375 0.00536193029490617 0.973190348525469 373
0.423529411764706 0 1 0.00598802395209581 0.994011976047904 167
0.463607594936709 0.00498338870431894 0.995016611295681 0.00332225913621262 0.991694352159468 602
0.404522613065327 0.0525059665871122 0.947494033412888 0.0787589498806683 0.86873508353222 419
0.335689045936396 0.0105263157894737 0.989473684210526 0.0105263157894737 0.978947368421053 285
0.103021978021978 0.329817833173538 0.670182166826462 0.644295302013423 0.0258868648130393 1043
0.143106457242583 0.29400260756193 0.70599739243807 0.692307692307692 0.0136897001303781 1534
0.418219461697723 0.0123711340206186 0.987628865979381 0.0103092783505155 0.977319587628866 485
0.33457249070632 0.0300751879699248 0.969924812030075 0.0338345864661654 0.93609022556391 266
0.379182156133829 0 1 0.00374531835205993 0.99625468164794 267
0.392333709131905 0.738498789346247 0.261501210653753 0.254237288135593 0.00726392251815981 826
0.452054794520548 0.739644970414201 0.260355029585799 0.251479289940828 0.0088757396449704 676
0.420338983050847 0.750407830342578 0.249592169657422 0.234910277324633 0.0146818923327896 613
0.247435897435897 0.166109253065775 0.833890746934225 0.351170568561873 0.482720178372352 897
0.354251012145749 0.0238568588469185 0.976143141153082 0.0337972166998012 0.94234592445328 503
0.328063241106719 0.159322033898305 0.840677966101695 0.335593220338983 0.505084745762712 295
0.37621359223301 0.00493827160493827 0.995061728395062 0.0814814814814815 0.91358024691358 405
0.389247311827957 0.0236559139784946 0.976344086021505 0.0473118279569892 0.929032258064516 465
0.320297951582868 0.072310405643739 0.927689594356261 0.174603174603175 0.753086419753086 567
0.386587771203156 0.00396825396825397 0.996031746031746 0.0158730158730159 0.98015873015873 504
0.274932614555256 0.0555555555555556 0.944444444444444 0.0608465608465608 0.883597883597884 378
0.376590330788804 0.020253164556962 0.979746835443038 0.0329113924050633 0.946835443037975 395
0.154822335025381 0.154462242562929 0.845537757437071 0.376430205949657 0.469107551487414 874
0.226927252985885 0.122958693563881 0.87704130643612 0.300672430355427 0.576368876080692 1041
0.309292649098474 0.006993006993007 0.993006993006993 0.013986013986014 0.97902097902098 715
0.38655462184874 0.0698051948051948 0.930194805194805 0.0568181818181818 0.873376623376623 616
0.561872909698997 0.00169491525423729 0.998305084745763 0.00338983050847458 0.994915254237288 590
0.371428571428571 0 1 0.00568181818181818 0.994318181818182 352
0.087076438140268 0.308005822416303 0.691994177583697 0.613391557496361 0.0786026200873362 3435
0.0913461538461538 0.284798534798535 0.715201465201465 0.648351648351648 0.0668498168498168 1092
0.393382352941176 0.00556586270871985 0.99443413729128 0.0111317254174397 0.98330241187384 539
0.508045977011494 0.0522727272727273 0.947727272727273 0.090909090909091 0.856818181818182 440
0.392638036809816 0.0122699386503067 0.987730061349693 0.0245398773006135 0.96319018404908 326
0.341685649202733 0.0023094688221709 0.997690531177829 0.0046189376443418 0.993071593533487 433
0.383912248628885 0.021978021978022 0.978021978021978 0.00549450549450549 0.972527472527473 546
0.492836676217765 0.0173410404624277 0.982658959537572 0.0982658959537572 0.884393063583815 346
0.468682505399568 0.0192307692307692 0.98076923076923 0.0427350427350427 0.938034188034188 468
0.283699059561129 0.652713178294574 0.347286821705426 0.26046511627907 0.0868217054263566 645
0.0925449871465296 0.268608414239482 0.731391585760518 0.66990291262136 0.0614886731391586 927
0.389583333333333 0.029045643153527 0.970954356846473 0.04149377593361 0.929460580912863 482
0.195686900958466 0.684434968017058 0.315565031982942 0.304904051172708 0.0106609808102345 469
0.228410008071025 0.7390625 0.2609375 0.253125 0.0078125 640
0.37431693989071 0.0812324929971989 0.9187675070028 0.092436974789916 0.826330532212885 357
